matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
1254070,L Yadav,26.0,26.0,26.0,,1.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,1.0,24.0,24.0,17.0,0.0,1st innings,Mumbai Indians,Delhi Capitals,4.25,AllRounder,26.0,,1.0,0,27.0,25.0,4,0.0,0,29.0,56.0
1254070,PP Shaw,7.0,5.0,5.0,,1.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,Batsmen,7.0,,1.0,0,8.0,,0,,0,,8.0
1254070,Q de Kock,3.0,4.0,4.0,,,0.0,1st innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,Batsmen,3.0,,,0,3.0,,0,,0,,3.0
1254070,RD Chahar,6.0,6.0,6.0,,1.0,0.0,1st innings,Mumbai Indians,Delhi Capitals,1.0,25.0,24.0,30.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,7.5,Bowler,6.0,,1.0,0,7.0,25.0,0,0.0,0,25.0,32.0
1254070,RG Sharma,48.0,30.0,30.0,3.0,4.0,0.0,1st innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,Batsmen,48.0,6.0,4.0,0,58.0,,0,,0,,58.0
1254070,RR Pant,8.0,9.0,9.0,,1.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,Batsmen,8.0,,1.0,0,9.0,,0,,0,,9.0
1254070,S Dhawan,47.0,42.0,42.0,1.0,5.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,Batsmen,47.0,2.0,5.0,0,54.0,,0,,0,,54.0
1254070,SA Yadav,24.0,15.0,15.0,,4.0,0.0,1st innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,Batsmen,24.0,,4.0,0,28.0,,0,,0,,28.0
1254070,SO Hetmyer,15.0,9.0,8.0,,2.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,Batsmen,15.0,,2.0,0,17.0,,0,,0,,17.0
1254070,SPD Smith,35.0,30.0,29.0,,4.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,Batsmen,35.0,,4.0,0,39.0,,0,,0,,39.0
1254070,TA Boult,1.0,1.0,1.0,,,0.0,1st innings,Mumbai Indians,Delhi Capitals,,24.0,24.0,24.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,6.0,Bowler,1.0,,,0,1.0,,2,0.0,0,2.0,3.0
1254071,Arshdeep Singh,5.0,2.0,2.0,,1.0,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,24.0,22.0,31.0,0.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,8.454545454545455,Bowler,5.0,,1.0,0,6.0,,0,0.0,0,0.0,6.0
1254071,CH Gayle,15.0,17.0,17.0,,2.0,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,15.0,,2.0,0,17.0,,0,,0,,17.0
1254071,DA Warner,40.0,39.0,38.0,1.0,3.0,0.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,,,,,,,,,,Batsmen,40.0,2.0,3.0,0,45.0,,0,,0,,45.0
1254071,DJ Hooda,13.0,11.0,11.0,,2.0,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,24.0,24.0,22.0,0.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,5.5,AllRounder,13.0,,2.0,0,15.0,,2,0.0,0,2.0,17.0
1254071,F Allen,7.0,11.0,10.0,,,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,1.0,25.0,25.0,22.0,1.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,5.28,Bowler,7.0,,,0,7.0,25.0,2,8.0,0,35.0,42.0
1254071,JM Bairstow,64.0,57.0,57.0,3.0,3.0,0.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,,,,,,,,,,Batsmen,64.0,6.0,3.0,8,81.0,,0,,0,,81.0
1254071,KL Rahul,4.0,6.0,6.0,,,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,4.0,,,0,4.0,,0,,0,,4.0
1254071,KS Williamson,17.0,20.0,20.0,,,0.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,,,,,,,,,,Batsmen,17.0,,,0,17.0,,0,,0,,17.0
1254071,M Ashwin,9.0,10.0,10.0,,1.0,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,25.0,24.0,23.0,0.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,5.75,Bowler,9.0,,1.0,0,10.0,,2,0.0,0,2.0,12.0
1254071,MA Agarwal,22.0,25.0,25.0,,2.0,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,22.0,,2.0,0,24.0,,0,,0,,24.0
1254071,Mohammed Shami,3.0,3.0,3.0,,,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,12.0,12.0,16.0,0.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,8.0,Bowler,3.0,,,0,3.0,,0,0.0,0,0.0,3.0
1254071,Moises Henriques,18.0,17.0,17.0,,1.0,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,6.0,6.0,7.0,0.0,2nd innings,Sunrisers Hyderabad,Punjab Kings,7.0,Bowler,18.0,,1.0,0,19.0,,0,0.0,0,0.0,19.0
1254071,Shahrukh Khan,24.0,18.0,18.0,2.0,,0.0,1st innings,Punjab Kings,Sunrisers Hyderabad,,,,,,,,,,Batsmen,24.0,4.0,,0,28.0,,0,,0,,28.0
1254072,AD Russell,57.0,24.0,21.0,6.0,3.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,1.0,14.0,12.0,27.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,13.5,AllRounder,57.0,12.0,3.0,8,80.0,25.0,-6,0.0,0,19.0,99.0
1254072,AS Raut,66.0,42.0,40.0,4.0,6.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,66.0,8.0,6.0,8,88.0,,0,,0,,88.0
1254072,EJG Morgan,8.0,8.0,8.0,,1.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,8.0,,1.0,0,9.0,,0,,0,,9.0
1254072,F du Plessis,99.0,63.0,61.0,4.0,9.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,99.0,8.0,9.0,8,124.0,,0,,0,,124.0
1254072,KD Karthik,40.0,24.0,24.0,2.0,4.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,40.0,4.0,4.0,0,48.0,,0,,0,,48.0
1254072,Kamlesh Nagarkoti,0.0,2.0,2.0,,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,12.0,12.0,25.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,12.5,Bowler,0.0,,,-2,-2.0,,-6,0.0,0,-6.0,-8.0
1254072,M Prasidh Krishna,0.0,1.0,1.0,,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,27.0,24.0,49.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,12.25,Bowler,0.0,,,-2,-2.0,,-6,0.0,0,-6.0,-8.0
1254072,MM Ali,30.0,13.0,13.0,2.0,2.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,AllRounder,30.0,4.0,2.0,0,36.0,,0,,0,,36.0
1254072,MS Dhoni,19.0,10.0,9.0,1.0,2.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,19.0,2.0,2.0,0,23.0,,0,,0,,23.0
1254072,N Rana,11.0,13.0,12.0,,2.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,11.0,,2.0,0,13.0,,0,,0,,13.0
1254072,PJ Cummins,74.0,37.0,34.0,6.0,5.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,27.0,24.0,58.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,14.5,AllRounder,74.0,12.0,5.0,8,99.0,,-6,0.0,0,-6.0,93.0
1254072,RA Jadeja,6.0,1.0,1.0,1.0,,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,,25.0,24.0,33.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,8.25,AllRounder,6.0,2.0,,0,8.0,,0,0.0,0,0.0,8.0
1254072,RA Tripathi,8.0,9.0,9.0,,1.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,8.0,,1.0,0,9.0,,0,,0,,9.0
1254072,SP Narine,4.0,3.0,3.0,,1.0,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,1.0,25.0,24.0,34.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,8.5,Bowler,4.0,,1.0,0,5.0,25.0,0,0.0,0,25.0,30.0
1254072,Shubman Gill,0.0,1.0,1.0,,,1.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254072,Varun Chakravarthy,0.0,1.0,1.0,,,0.0,2nd innings,Kolkata Knight Riders,Chennai Super Kings,1.0,24.0,24.0,27.0,0.0,1st innings,Chennai Super Kings,Kolkata Knight Riders,6.75,Bowler,0.0,,,-2,-2.0,25.0,0,0.0,0,25.0,23.0
1254073,CH Morris,13.0,10.0,9.0,1.0,,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,18.0,18.0,38.0,0.0,2nd innings,Royal Challengers Bangalore,Rajasthan Royals,12.666666666666666,Bowler,13.0,2.0,,0,15.0,,-6,0.0,0,-6.0,9.0
1254073,Chetan Sakariya,0.0,1.0,1.0,,,9.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,25.0,24.0,36.0,0.0,2nd innings,Royal Challengers Bangalore,Rajasthan Royals,9.0,Bowler,0.0,,,-2,-2.0,,-2,0.0,0,-2.0,-4.0
1254073,DA Miller,0.0,2.0,2.0,,,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254073,Devdutt Padikkal,109.0,54.0,54.0,6.0,11.0,0.0,2nd innings,Royal Challengers Bangalore,Rajasthan Royals,,,,,,,,,,Batsmen,109.0,12.0,11.0,24,156.0,,0,,0,,156.0
1254073,JC Buttler,8.0,8.0,8.0,,2.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,8.0,,2.0,0,10.0,,0,,0,,10.0
1254073,M Vohra,7.0,9.0,9.0,,1.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,7.0,,1.0,0,8.0,,0,,0,,8.0
1254073,R Parag,25.0,16.0,16.0,,4.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,6.0,6.0,14.0,0.0,2nd innings,Royal Challengers Bangalore,Rajasthan Royals,14.0,Batsmen,25.0,,4.0,0,29.0,,-6,0.0,0,-6.0,23.0
1254073,R Tewatia,42.0,25.0,23.0,2.0,4.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,12.0,12.0,23.0,0.0,2nd innings,Royal Challengers Bangalore,Rajasthan Royals,11.5,AllRounder,42.0,4.0,4.0,0,50.0,,-6,0.0,0,-6.0,44.0
1254073,S Dube,53.0,34.0,32.0,2.0,6.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,AllRounder,53.0,4.0,6.0,8,71.0,,0,,0,,71.0
1254073,S Gopal,7.0,4.0,4.0,1.0,,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,18.0,18.0,35.0,0.0,2nd innings,Royal Challengers Bangalore,Rajasthan Royals,11.666666666666666,Bowler,7.0,2.0,,0,9.0,,-6,0.0,0,-6.0,3.0
1254073,SV Samson,22.0,19.0,18.0,1.0,2.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,,,,,,,,,,Batsmen,22.0,2.0,2.0,0,26.0,,0,,0,,26.0
1254073,V Kohli,72.0,47.0,47.0,3.0,6.0,0.0,2nd innings,Royal Challengers Bangalore,Rajasthan Royals,,,,,,,,,,Batsmen,72.0,6.0,6.0,8,92.0,,0,,0,,92.0
1254074,CH Gayle,46.0,38.0,36.0,2.0,5.0,0.0,2nd innings,Punjab Kings,Mumbai Indians,,,,,,,,,,Batsmen,46.0,4.0,5.0,0,55.0,,0,,0,,55.0
1254074,HH Pandya,2.0,5.0,4.0,,,0.0,1st innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254074,Ishan Kishan,6.0,17.0,17.0,,,0.0,1st innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,6.0,,,0,6.0,,0,,0,,6.0
1254074,KA Pollard,20.0,12.0,12.0,1.0,1.0,0.0,1st innings,Mumbai Indians,Punjab Kings,,6.0,6.0,11.0,0.0,2nd innings,Punjab Kings,Mumbai Indians,11.0,AllRounder,20.0,2.0,1.0,0,23.0,,-6,0.0,0,-6.0,17.0
1254074,KH Pandya,3.0,3.0,3.0,,,0.0,1st innings,Mumbai Indians,Punjab Kings,,21.0,18.0,31.0,0.0,2nd innings,Punjab Kings,Mumbai Indians,10.333333333333334,AllRounder,3.0,,,0,3.0,,-4,0.0,0,-4.0,-1.0
1254074,KL Rahul,60.0,52.0,52.0,3.0,3.0,0.0,2nd innings,Punjab Kings,Mumbai Indians,,,,,,,,,,Batsmen,60.0,6.0,3.0,8,77.0,,0,,0,,77.0
1254074,MA Agarwal,26.0,20.0,19.0,1.0,3.0,0.0,2nd innings,Punjab Kings,Mumbai Indians,,,,,,,,,,Batsmen,26.0,2.0,3.0,0,31.0,,0,,0,,31.0
1254074,Q de Kock,3.0,5.0,5.0,,,0.0,1st innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,3.0,,,0,3.0,,0,,0,,3.0
1254074,RG Sharma,63.0,52.0,52.0,2.0,5.0,0.0,1st innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,63.0,4.0,5.0,8,80.0,,0,,0,,80.0
1254074,SA Yadav,34.0,28.0,28.0,1.0,3.0,0.0,1st innings,Mumbai Indians,Punjab Kings,,,,,,,,,,Batsmen,34.0,2.0,3.0,0,39.0,,0,,0,,39.0
1254075,AD Russell,13.0,10.0,8.0,1.0,,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,,,,,,,,,,AllRounder,13.0,2.0,,0,15.0,,0,,0,,15.0
1254075,DA Miller,26.0,25.0,24.0,,3.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,,,,,,,,,,Batsmen,26.0,,3.0,0,29.0,,0,,0,,29.0
1254075,JC Buttler,7.0,7.0,7.0,,1.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,,,,,,,,,,Batsmen,7.0,,1.0,0,8.0,,0,,0,,8.0
1254075,KD Karthik,26.0,24.0,24.0,,4.0,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,,,,,,,,,,Batsmen,26.0,,4.0,0,30.0,,0,,0,,30.0
1254075,N Rana,24.0,27.0,26.0,1.0,1.0,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,,,,,,,,,,Batsmen,24.0,2.0,1.0,0,27.0,,0,,0,,27.0
1254075,PJ Cummins,11.0,6.0,6.0,1.0,,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,,24.0,23.0,36.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,9.391304347826088,AllRounder,11.0,2.0,,0,13.0,,-2,0.0,0,-2.0,11.0
1254075,R Tewatia,6.0,8.0,8.0,,,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,,18.0,18.0,25.0,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,8.333333333333334,AllRounder,6.0,,,0,6.0,,0,0.0,0,0.0,6.0
1254075,RA Tripathi,37.0,26.0,26.0,2.0,1.0,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,,,,,,,,,,Batsmen,37.0,4.0,1.0,0,42.0,,0,,0,,42.0
1254075,S Dube,23.0,19.0,19.0,1.0,2.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,,6.0,6.0,5.0,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,5.0,AllRounder,23.0,2.0,2.0,0,27.0,,4,0.0,0,4.0,31.0
1254075,SP Narine,6.0,7.0,7.0,,1.0,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,,25.0,25.0,24.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,5.76,Bowler,6.0,,1.0,0,7.0,,2,0.0,0,2.0,9.0
1254075,SV Samson,50.0,44.0,42.0,1.0,2.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,,,,,,,,,,Batsmen,50.0,2.0,2.0,8,62.0,,0,,0,,62.0
1254075,Shivam Mavi,5.0,7.0,7.0,,1.0,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.0,27.0,24.0,21.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,5.25,Bowler,5.0,,1.0,0,6.0,25.0,2,0.0,0,27.0,33.0
1254075,Shubman Gill,11.0,19.0,19.0,,1.0,0.0,1st innings,Kolkata Knight Riders,Rajasthan Royals,,,,,,,,,,Batsmen,11.0,,1.0,0,12.0,,0,,0,,12.0
1254075,Yashasvi Jaiswal,22.0,17.0,17.0,,5.0,0.0,2nd innings,Rajasthan Royals,Kolkata Knight Riders,,,,,,,,,,Batsmen,22.0,,5.0,0,27.0,,0,,0,,27.0
1254076,AB de Villiers,4.0,9.0,9.0,,,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,4.0,,,0,4.0,,0,,0,,4.0
1254076,AS Raut,35.0,26.0,26.0,1.0,4.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,35.0,2.0,4.0,0,41.0,,0,,0,,41.0
1254076,AT Rayudu,14.0,7.0,7.0,1.0,1.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,14.0,2.0,1.0,0,17.0,,0,,0,,17.0
1254076,Dan Christian,1.0,3.0,3.0,,,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,13.0,12.0,13.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,6.5,Bowler,1.0,,,0,1.0,,0,0.0,0,0.0,1.0
1254076,Devdutt Padikkal,36.0,17.0,16.0,2.0,4.0,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,36.0,4.0,4.0,0,44.0,,0,,0,,44.0
1254076,F du Plessis,51.0,42.0,42.0,1.0,5.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,51.0,2.0,5.0,8,66.0,,0,,0,,66.0
1254076,GJ Maxwell,22.0,15.0,15.0,,3.0,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,AllRounder,22.0,,3.0,0,25.0,,0,,0,,25.0
1254076,HV Patel,1.0,9.0,8.0,,,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,3.0,26.0,24.0,51.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,12.75,Bowler,1.0,,,0,1.0,75.0,-6,0.0,0,69.0,70.0
1254076,Kyle Jamieson,16.0,13.0,13.0,1.0,1.0,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,19.0,18.0,31.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,10.333333333333334,Bowler,16.0,2.0,1.0,0,19.0,,-4,0.0,0,-4.0,15.0
1254076,M Siraj,12.0,14.0,14.0,1.0,,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,24.0,24.0,32.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,8.0,Bowler,12.0,2.0,,0,14.0,,0,0.0,0,0.0,14.0
1254076,MS Dhoni,2.0,3.0,3.0,,,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254076,NA Saini,3.0,5.0,5.0,,,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,13.0,12.0,27.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,13.5,Bowler,3.0,,,0,3.0,,-6,0.0,0,-6.0,-3.0
1254076,RA Jadeja,64.0,29.0,28.0,4.0,4.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,3.0,24.0,24.0,13.0,1.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,3.25,AllRounder,64.0,8.0,4.0,8,84.0,75.0,6,8.0,0,89.0,173.0
1254076,Suresh Raina,25.0,18.0,18.0,3.0,1.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,Batsmen,25.0,6.0,1.0,0,32.0,,0,,0,,32.0
1254076,V Kohli,10.0,8.0,8.0,,1.0,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,Batsmen,10.0,,1.0,0,11.0,,0,,0,,11.0
1254076,Washington Sundar,9.0,11.0,11.0,,1.0,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,,12.0,12.0,13.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,6.5,AllRounder,9.0,,1.0,0,10.0,,0,0.0,0,0.0,10.0
1254076,YS Chahal,8.0,21.0,21.0,,,0.0,2nd innings,Royal Challengers Bangalore,Chennai Super Kings,1.0,18.0,18.0,24.0,0.0,1st innings,Chennai Super Kings,Royal Challengers Bangalore,8.0,Bowler,8.0,,,0,8.0,25.0,0,0.0,0,25.0,33.0
1254077,Abhishek Sharma,6.0,7.0,6.0,,,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,,7.0,6.0,14.0,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,14.0,AllRounder,6.0,,,0,6.0,,-6,0.0,0,-6.0,0.0
1254077,DA Warner,6.0,8.0,8.0,,,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,6.0,,,0,6.0,,0,,0,,6.0
1254077,J Suchith,16.0,6.0,6.0,1.0,2.0,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,,24.0,24.0,21.0,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,5.25,Bowler,16.0,2.0,2.0,0,20.0,,2,0.0,0,2.0,22.0
1254077,JM Bairstow,38.0,18.0,18.0,4.0,3.0,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,38.0,8.0,3.0,0,49.0,,0,,0,,49.0
1254077,KM Jadhav,10.0,10.0,10.0,,1.0,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,10.0,,1.0,0,11.0,,0,,0,,11.0
1254077,KS Williamson,70.0,54.0,53.0,,8.0,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,70.0,,8.0,8,86.0,,0,,0,,86.0
1254077,MP Stoinis,2.0,2.0,2.0,,,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,,6.0,6.0,12.0,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,12.0,AllRounder,2.0,,,0,2.0,,-6,0.0,0,-6.0,-4.0
1254077,PP Shaw,54.0,40.0,39.0,1.0,7.0,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,54.0,2.0,7.0,8,71.0,,0,,0,,71.0
1254077,RR Pant,38.0,27.0,27.0,1.0,4.0,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,38.0,2.0,4.0,0,44.0,,0,,0,,44.0
1254077,Rashid Khan,0.0,1.0,1.0,,,6.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,1.0,24.0,24.0,31.0,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,7.75,Bowler,0.0,,,-2,-2.0,25.0,0,0.0,0,25.0,23.0
1254077,S Dhawan,29.0,27.0,26.0,,3.0,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,29.0,,3.0,0,32.0,,0,,0,,32.0
1254077,SO Hetmyer,1.0,2.0,2.0,,,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,1.0,,,0,1.0,,0,,0,,1.0
1254077,SPD Smith,35.0,25.0,25.0,1.0,3.0,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,,,,,,,,,,Batsmen,35.0,2.0,3.0,0,40.0,,0,,0,,40.0
1254077,V Pratap Singh,5.0,14.0,14.0,,,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,,,,,,,,,,Batsmen,5.0,,,0,5.0,,0,,0,,5.0
1254077,V Shankar,8.0,7.0,7.0,,,0.0,2nd innings,Sunrisers Hyderabad,Delhi Capitals,,20.0,18.0,19.0,0.0,1st innings,Delhi Capitals,Sunrisers Hyderabad,6.333333333333333,Bowler,8.0,,,0,8.0,,0,0.0,0,0.0,8.0
1254078,AD Russell,10.0,9.0,9.0,,2.0,0.0,2nd innings,Kolkata Knight Riders,Punjab Kings,,6.0,6.0,2.0,0.0,1st innings,Punjab Kings,Kolkata Knight Riders,2.0,AllRounder,10.0,,2.0,0,12.0,,6,0.0,0,6.0,18.0
1254078,Arshdeep Singh,1.0,1.0,1.0,,,0.0,1st innings,Punjab Kings,Kolkata Knight Riders,1.0,16.0,16.0,28.0,0.0,2nd innings,Kolkata Knight Riders,Punjab Kings,10.5,Bowler,1.0,,,0,1.0,25.0,-4,0.0,0,21.0,22.0
1254078,CH Gayle,0.0,1.0,1.0,,,2.0,1st innings,Punjab Kings,Kolkata Knight Riders,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254078,CJ Jordan,30.0,18.0,18.0,3.0,1.0,0.0,1st innings,Punjab Kings,Kolkata Knight Riders,,18.0,18.0,28.0,0.0,2nd innings,Kolkata Knight Riders,Punjab Kings,9.333333333333334,Bowler,30.0,6.0,1.0,0,37.0,,-2,0.0,0,-2.0,35.0
1254078,DJ Hooda,2.0,5.0,5.0,,,0.0,1st innings,Punjab Kings,Kolkata Knight Riders,1.0,12.0,12.0,20.0,0.0,2nd innings,Kolkata Knight Riders,Punjab Kings,10.0,AllRounder,2.0,,,0,2.0,25.0,-4,0.0,0,21.0,23.0
1254078,EJG Morgan,47.0,40.0,40.0,2.0,4.0,0.0,2nd innings,Kolkata Knight Riders,Punjab Kings,,,,,,,,,,Batsmen,47.0,4.0,4.0,0,55.0,,0,,0,,55.0
1254078,KD Karthik,12.0,6.0,6.0,,2.0,0.0,2nd innings,Kolkata Knight Riders,Punjab Kings,,,,,,,,,,Batsmen,12.0,,2.0,0,14.0,,0,,0,,14.0
